ARMOR_BONUS,ATTACK_BONUS,ATTRIBUTE,ATTRIBUTE_LABEL,BASE_MANA_COST,BOARD_POSITION_RELATIVE,BOARD_POSITION_RELATIVE_LABEL,CANNOT_RECEIVE_OWNED,CANNOT_RECEIVE_OWNED_LABEL,CARD_DESC_TYPE,CARD_DESC_TYPE_LABEL,CARD_LOCATION,CARD_LOCATION_LABEL,CARD_TYPE,CARD_TYPE_LABEL,CLASS,CLASS_LABEL,EXCLUSIVE,EXCLUSIVE_LABEL,FULL_MANA_CRYSTALS,FULL_MANA_CRYSTALS_LABEL,HERO_CLASS,HERO_CLASS_LABEL,HOW_MANY,HP_BONUS,MANA,MANA_MODIFIER,OPERATION,OPERATION_LABEL,RANDOM_TARGET,RANDOM_TARGET_LABEL,RANK,RARITY,RARITY_LABEL,SECONDARY_VALUE,SUB_SPELL_COUNT,SUB_SPELL_PROBABILITY,SUB_SPELL_RANK,SUB_TRIGGER_COUNT,SUB_TRIGGER_PROBABILTY,SUB_TRIGGER_RANK,SUMMON_BASE_ATTACK,SUMMON_BASE_HP,SUMMON_CHARGE,SUMMON_CHARGE_LABEL,SUMMON_DIVINE_SHIELD,SUMMON_DIVINE_SHIELD_LABEL,SUMMON_RACE,SUMMON_STEALTH,SUMMON_STEALTH_LABEL,SUMMON_TAUNT,SUMMON_TAUNT_LABEL,SUMMON_TRIGGERS,SUMMON_WINDFURY,SUMMON_WINDFURY_LABEL,TARGET_PLAYER,TARGET_PLAYER_LABEL,TARGET_SELECTION,TARGET_SELECTION_LABEL,VALUE
,,,,2,,,,,,,,,,,37,DiscoverOptionSpell,1,true,,,4,HUNTER,,,,,,,,,1,1,COMMON,,13,1.0,2,,,,,,,,,,,,,,,,,,,,7,FRIENDLY_MINIONS,
,,19,WINDFURY,2,,,,,,,,,,,0,AddAttributeSpell,,,,,4,HUNTER,,,,,,,,,2,1,COMMON,,0,0.0,3,,,,,,,,,,,,,,,,,,,,,,
,,43,UNTARGETABLE_BY_SPELLS,2,,,,,,,,,,,0,AddAttributeSpell,,,,,4,HUNTER,,,,,,,,,2,1,COMMON,,0,0.0,3,,,,,,,,,,,,,,,,,,,,,,
,,35,DIVINE_SHIELD,2,,,,,,,,,,,0,AddAttributeSpell,,,,,4,HUNTER,,,,,,,,,2,1,COMMON,,0,0.0,3,,,,,,,,,,,,,,,,,,,,,,
,,36,STEALTH,2,,,,,,,,,,,0,AddAttributeSpell,,,,,4,HUNTER,,,,,,,,,2,1,COMMON,,0,0.0,3,,,,,,,,,,,,,,,,,,,,,,
,,22,TAUNT,2,,,,,,,,,,,0,AddAttributeSpell,,,,,4,HUNTER,,,,,,,,,2,1,COMMON,,0,0.0,3,,,,,,,,,,,,,,,,,,,,,,
,3,,,2,,,,,,,,,,,9,BuffSpell,,,,,4,HUNTER,,,,,,,,,2,1,COMMON,,0,0.0,3,,,,,,,,,,,,,,,,,,,,,,
,,,,2,,,,,,,,,,,9,BuffSpell,,,,,4,HUNTER,,3,,,,,,,2,1,COMMON,,0,0.0,3,,,,,,,,,,,,,,,,,,,,,,
,,,,2,,,,,,,,,,,1,AddDeathrattleSpell,,,,,4,HUNTER,,,,,,,,,2,1,COMMON,,3,1.0,3,,,,,,,,,,,,,,,,,,,,,,
,,,,2,,,,,,,,,,,113,SummonSpell,,,,,4,HUNTER,,,,,,,,,3,1,COMMON,,2,1.0,4,,,,,,,,,,,,,,,,,,,,,,
,,,,1,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,4,0,FREE,,,,,0,0.0,5,1,1,,,,,,,,,,[],,,,,,,
,,,,1,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,4,0,FREE,,,,,0,0.0,5,1,1,,,,,,,,,,[],,,,,,,
,,,,2,,,,,,,,,,,3,AddSpellTriggerSpell,,,,,4,HUNTER,,,,,,,,,2,1,COMMON,,0,0.0,3,,,,,,,,,,,,,,,,,,,,,,
,,,,2,,,,,,,,,,,9,BuffSpell,,,,,4,HUNTER,,,,,,,,,2,1,COMMON,,0,0.0,3,,,,,,,,,,,,,,,,,,,,,,1
,,,,7,,,,,,,,,,,113,SummonSpell,,,,,5,MAGE,,,,,,,,,0,4,LEGENDARY,,,,,1,1.0,1,5,7,,,,,,,,,,,,,,,,,
,,,,7,,,,,,,,,,,83,ReceiveCardSpell,,,,,5,MAGE,,,,,,,,,1,4,LEGENDARY,,1,1.0,0,,,,,,,,,,,,,,,,,,,,,,
,,,,4,,,,,,,,,,,27,DamageSpell,,,,,5,MAGE,,,,,,,,,0,0,FREE,,0,0.0,1,,,,,,,,,,,,,,,,,,,,2,ANY,6
,,,,0,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,1,1,,,,,,,,,,[],,,,,,,
,,54,COUNTERED,3,,,,,,,,,,,0,AddAttributeSpell,,,,,5,MAGE,,,,,,,,,0,2,RARE,,0,0.0,1,,,,,,,,,,,,,,,,,,,,,,
,,,,3,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,4,LEGENDARY,,,,,1,1.0,1,3,4,,,,,,,,,,,,,,,,,
,,,,3,,,,,,,,,,,85,RefreshHeroPowerSpell,,,,,0,ANY,,,,,,,,,1,4,LEGENDARY,,0,0.0,2,,,,,,,,,,,,,,,,,,0,SELF,,,
,,,,6,,,,,,,,,,,113,SummonSpell,,,,,3,DRUID,,,,,,,,,0,1,COMMON,,,,,1,1.0,1,5,5,0,false,0,false,,0,false,0,false,,0,false,,,,,
,,,,6,,,,,,,,,,,106,SummonCopySpell,,,,,3,DRUID,,,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,,,7,FRIENDLY_MINIONS,
,,,,2,,,,,,,,,,,113,SummonSpell,,,,,9,SHAMAN,,,,,,,,,0,3,EPIC,,,,,1,1.0,1,3,2,0,false,0,false,,0,false,0,false,,0,false,,,,,
,,,,2,,,,,,,,,,,16,ClearOverloadSpell,,,,,9,SHAMAN,,,,,,,,,1,3,EPIC,,0,0.0,2,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,3,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,3,EPIC,,,,,1,1.0,1,2,2,0,false,0,false,,1,true,0,false,,0,false,,,,,
,1,,,3,,,,,,,,,,,9,BuffSpell,,,,,0,ANY,,1,,,,,,,1,3,EPIC,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,4,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,2,RARE,,,,,1,1.0,1,4,1,0,false,0,false,DRAGON,0,false,0,false,,0,false,,,,,
,,,,4,,,,,,,,,,,9,BuffSpell,,,,,0,ANY,,,,,,,,,1,2,RARE,,0,0.0,2,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,3,,,,,,,,,,,113,SummonSpell,,,,,9,SHAMAN,,,,,,,,,0,1,COMMON,,,,,1,1.0,1,2,4,,,,,,,,,,,,,,,,,
,1,,,3,,,,,,,,,,,9,BuffSpell,,,,,9,SHAMAN,,1,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,1,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,0,FREE,,,,,0,0.0,1,1,1,,,,,,,,,,[],,,,,,,
,,,,2,,,,,,,,,,,113,SummonSpell,,,,,8,ROGUE,,,,,,,,,0,1,COMMON,,,,,1,1.0,1,3,2,0,false,0,false,MECH,0,false,0,false,,0,false,,,,,
,1,,,2,,,,,,,,,,,10,BuffWeaponSpell,,,,,8,ROGUE,,,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,3,,,,,,,,,,,121,TransformMinionSpell,,,,,5,MAGE,,,,,,,,,0,2,RARE,,1,1.0,1,,,,,,,,,,,,,,,,,,,,3,MINIONS,
,,,,3,,,,,,,,,,,113,SummonSpell,,,,,5,MAGE,,,,,,,,,1,0,FREE,,,,,0,0.0,2,4,2,1,true,0,false,BEAST,0,false,0,false,[],0,false,,,,,
,,,,0,,,,,,,,,,,92,ReturnMinionToHandSpell,,,,,0,ANY,,,,,,,,,0,0,FREE,,0,0.0,1,,,,,,,,,,,,,,,,,,,,3,MINIONS,
,,,,5,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,4,LEGENDARY,,,,,1,1.0,1,2,4,0,false,0,false,MURLOC,1,true,0,false,,0,false,,,,,
,,,,5,,,,,,,2,DECK,,,76,PutRandomMinionOnBoardSpell,,,,,0,ANY,,,,,,,,,1,4,LEGENDARY,,0,0.0,2,,,,,,,,,,,,,,,,,,0,SELF,,,2
,,,,5,,,,,,,,,,,59,MetaSpell,,,,,10,WARLOCK,,,,,,,,,0,2,RARE,,5,1.0,1,,,,,,,,,,,,,,,,,,,,2,ANY,
,,,,5,,,,,,,,,,,27,DamageSpell,,,,,10,WARLOCK,,,,,,,,,1,2,RARE,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,3
,,,,5,,,,,,,,,,,113,SummonSpell,,,,,10,WARLOCK,,,,,,,,,1,2,RARE,,3,1.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,1,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,2,0,FREE,,,,,0,0.0,3,1,1,,,,,BEAST,,,,,[],,,,,,,
,,,,1,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,2,0,FREE,,,,,0,0.0,3,1,1,,,,,BEAST,,,,,[],,,,,,,
,,,,1,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,2,0,FREE,,,,,0,0.0,3,1,1,,,,,BEAST,,,,,[],,,,,,,
,,,,8,,,,,,,,,,,113,SummonSpell,,,,,6,PALADIN,,,,,,,,,0,4,LEGENDARY,,,,,1,1.0,1,8,8,,,,,,,,,,,,,,,,,
,,,,8,,,,,,,,,,,52,HealSpell,,,,,6,PALADIN,,,,,,,1,true,1,4,LEGENDARY,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,8
,,,,3,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,1,1.0,1,2,2,0,false,0,false,,0,false,0,false,,0,false,,,,,
,1,,,3,,,,,,,,,,,9,BuffSpell,,,,,0,ANY,,1,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,5,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,2,RARE,,,,,0,0.0,1,4,5,0,false,0,false,,0,false,1,true,[],0,false,,,,,
,,,,4,,,,,,,,,,,113,SummonSpell,,,,,7,PRIEST,,,,,,,,,0,1,COMMON,,,,,1,1.0,1,3,6,,,,,,,,,,,,,,,,,
,,,,4,,,,,,,,,,,52,HealSpell,,,,,7,PRIEST,,,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,3
,,,,3,,,,,,,,,,,113,SummonSpell,,,,,9,SHAMAN,,,,,,,,,0,1,COMMON,,,,,1,1.0,1,3,2,0,false,0,false,,0,false,0,false,,0,false,,,,,
,,,,3,2,RIGHT,,,,,,,,,112,SummonRandomSpell,,,,,9,SHAMAN,,,,,,,,,1,1,COMMON,,5,1.0,2,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,1,,,,,,,,,,,113,SummonSpell,,,,,9,SHAMAN,,,,,,,,,2,0,FREE,,,,,0,0.0,3,1,1,,,,,TOTEM,,,,,[],,,,,,,
,,,,1,,,,,,,,,,,113,SummonSpell,,,,,9,SHAMAN,,,,,,,,,2,0,FREE,,,,,1,1.0,3,0,2,,,,,TOTEM,,,,,,,,,,,,
,,,,1,,,,,,,,,,,52,HealSpell,,,,,9,SHAMAN,,,,,,,,,3,0,FREE,,0,0.0,4,,,,,,,,,,,,,,,,,,,,,,1
,,,,1,,,,,,,,,,,113,SummonSpell,,,,,9,SHAMAN,,,,,,,,,2,0,FREE,,,,,0,0.0,3,0,2,0,false,0,false,TOTEM,0,false,0,false,[],0,false,,,,,
,,,,1,,,,,,,,,,,113,SummonSpell,,,,,9,SHAMAN,,,,,,,,,2,0,FREE,,,,,0,0.0,3,0,2,0,false,0,false,TOTEM,0,false,1,true,[],0,false,,,,,
,,,,1,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,2,2,,,,,,,,,,[],,,,,,,
,,,,7,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,0,FREE,,,,,1,1.0,1,6,3,0,false,0,false,,0,false,0,false,,0,false,,,,,
,,84,LAST_MINION_DESTROYED_CARD_ID,7,,,,,,,,,,,105,SummonCardFromAttributeSpell,,,,,0,ANY,,,,,,,,,1,0,FREE,,0,0.0,2,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,7,,,,,,,,,,,113,SummonSpell,,,,,3,DRUID,,,,,,,,,0,3,EPIC,,,,,0,0.0,1,5,5,,,,,,,,,,[],,,,,,,
,,,,1,,,,,,,,,,,113,SummonSpell,,,,,10,WARLOCK,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,1,1,,,,,,,,,,[],,,,,,,
,,,,3,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,1,1.0,1,3,3,0,false,0,false,,0,false,0,false,,0,false,,,,,
,1,19,WINDFURY,3,,,,,,,,,,,44,EnrageSpell,,,,,0,ANY,,,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,5,,,,,,,,,,,113,SummonSpell,,,,,9,SHAMAN,,,,,,,,,0,0,FREE,,,,,0,0.0,1,10,10,0,false,0,false,,0,false,1,true,[],0,false,,,,,
,,,,4,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,0,FREE,,,,,1,1.0,1,2,5,,,,,,,,,,,,,,,,,
,-1,,,4,,,,,,,,,,,9,BuffSpell,,,,,0,ANY,,,,,,,1,true,1,0,FREE,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,6,,,,,,,,,,,113,SummonSpell,,,,,5,MAGE,,,,,,,,,0,4,LEGENDARY,,,,,1,1.0,1,6,6,0,false,0,false,,0,false,0,false,,0,false,,,,,
,,,,6,,,,,,,,,,,83,ReceiveCardSpell,,,,,5,MAGE,,,,,,,,,1,4,LEGENDARY,,1,1.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,10,,,,,,,,,,,113,SummonSpell,,,,,5,MAGE,,,,,,,,,2,4,LEGENDARY,,,,,0,0.0,3,10,10,,,,,,,,,,[],,,,,,,
,,,,5,,,,,,,,,,,113,SummonSpell,,,,,5,MAGE,,,,,,,,,0,1,COMMON,,,,,1,1.0,1,6,3,0,false,0,false,,0,false,0,false,,0,false,,,,,
,,,,5,,,,,,,,,,,38,DiscoverRandomCardSpell,,,,,5,MAGE,,,,,,,,,1,1,COMMON,,1,1.0,2,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,5,,,,,,,,,,,83,ReceiveCardSpell,,,,,5,MAGE,,,,,,,,,2,1,COMMON,,0,0.0,3,,,,,,,,,,,,,,,,,,0,SELF,,,
,,,,10,,,,,,,,,,,113,SummonSpell,,,,,5,MAGE,,,,,,,,,0,4,LEGENDARY,,,,,0,0.0,1,10,10,,,,,,,,,,[],,,,,,,
,,,,2,,,,,,,,,,,113,SummonSpell,,,,,4,HUNTER,,,,,,,,,0,2,RARE,,1,1.0,1,,,,,,,,,,,,,,,,,,,,,,
,,,,3,,,,,,,,,,,113,SummonSpell,,,,,4,HUNTER,,,,,,,,,1,1,COMMON,,,,,0,0.0,2,4,2,0,false,0,false,BEAST,1,true,0,false,[],0,false,,,,,
,,,,5,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,0,FREE,,,,,0,0.0,1,5,6,,,,,,,,,,[],,,,,,,
,,,,0,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,1,1,,,,,MURLOC,,,,,[],,,,,,,
,,,,4,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,3,EPIC,,,,,1,1.0,1,3,2,0,false,0,false,,0,false,0,false,,0,false,,,,,
,,,,4,,,,,,,,,,,31,DestroySpell,,,,,0,ANY,,,,,,,,,1,3,EPIC,,0,0.0,2,,,,,,,,,,,,,,,,,,,,3,MINIONS,
,,,,4,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,0,FREE,,,,,1,1.0,1,2,4,0,false,0,false,,0,false,0,false,,0,false,,,,,
,,,,4,2,RIGHT,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,1,0,FREE,,1,1.0,2,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,1,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,2,0,FREE,,,,,0,0.0,3,2,1,,,,,MECH,,,,,[],,,,,,,
,,,,1,,,,,,,,,,,41,DrawCardSpell,,,,,8,ROGUE,,,,,,,,,0,0,FREE,,0,0.0,1,,,,,,,,,,,,,,,,,,,,0,NONE,1
,,,,5,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,5,5,0,false,0,false,BEAST,1,true,0,false,[],0,false,,,,,
,,,,4,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,2,RARE,,,,,1,1.0,1,3,5,0,false,0,false,,0,false,0,false,,0,false,,,,,
,,,,4,,,,,,,,,,,103,SilenceSpell,,,,,0,ANY,,,,,,,,,1,2,RARE,,0,0.0,2,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,1,,,,,,,,,,,38,DiscoverRandomCardSpell,,,,,11,WARRIOR,,,,,,,,,0,1,COMMON,,1,1.0,1,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,1,,,,,,,,,,,83,ReceiveCardSpell,,,,,11,WARRIOR,,,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,0,SELF,,,
,,,,4,,,,,,,,,,,113,SummonSpell,,,,,11,WARRIOR,,,,,,,,,0,3,EPIC,,,,,1,1.0,1,5,3,,,,,,,,,,,,,,,,,
,,,,4,,,,,,,,,,,4,AdjacentEffectSpell,,,,,11,WARRIOR,,,,,,,,,1,3,EPIC,,1,1.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,4,,,,,,,,,,,27,DamageSpell,,,,,11,WARRIOR,,,,,,,,,2,3,EPIC,,0,0.0,3,,,,,,,,,,,,,,,,,,,,,,
,,,,2,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,0,FREE,,,,,0,0.0,1,3,2,,,,,BEAST,,,,,[],,,,,,,
,,,,7,,,,,,,,,,,113,SummonSpell,,,,,11,WARRIOR,,,,,,,,,0,1,COMMON,,,,,1,1.0,1,7,7,,,,,,,,,,,,,,,,,
,,,,7,2,RIGHT,,,,,,,,,113,SummonSpell,,,,,11,WARRIOR,,,,,,,,,1,1,COMMON,,1,1.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,1,,,,,,,,,,,113,SummonSpell,,,,,11,WARRIOR,,,,,,,,,2,0,FREE,,,,,0,0.0,3,1,1,0,false,0,false,BEAST,0,false,1,true,[],0,false,,,,,
,,,,9,,,,,,,,,,,113,SummonSpell,,,,,11,WARRIOR,,,,,,,,,0,4,LEGENDARY,,,,,1,1.0,1,9,7,0,false,0,false,BEAST,0,false,0,false,,0,false,,,,,
,,,,9,,,,,,,,,,,31,DestroySpell,,,,,11,WARRIOR,,,,,,,,,1,4,LEGENDARY,,0,0.0,2,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,2,,,,,,,,,,,27,DamageSpell,,,,,4,HUNTER,,,,,,,,,0,1,COMMON,,0,0.0,1,,,,,,,,,,,,,,,,,,,,,,2
,,,,2,,,,,,,,,,,113,SummonSpell,,,,,9,SHAMAN,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,3,2,0,false,0,false,MECH,0,false,0,false,[],1,true,,,,,
,,,,7,,,,,,,,,,,113,SummonSpell,,,,,5,MAGE,,,,,,,,,0,4,LEGENDARY,,,,,1,1.0,1,5,7,,,,,,,,,,,,,,,,,
,,,,7,,,,,,,,,,,83,ReceiveCardSpell,,,,,5,MAGE,,,,,,,,,1,4,LEGENDARY,,1,1.0,0,,,,,,,,,,,,,,,,,,,,,,
,,,,4,,,,,,,,,,,27,DamageSpell,,,,,5,MAGE,,,,,,,,,0,0,FREE,,0,0.0,1,,,,,,,,,,,,,,,,,,,,2,ANY,6
,,,,6,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,4,5,0,false,0,false,,0,false,0,false,[],1,true,,,,,
,,,,6,,,,,,,,,,,113,SummonSpell,,,,,7,PRIEST,,,,,,,,,0,1,COMMON,,,,,1,1.0,1,6,6,0,false,0,false,,0,false,0,false,,0,false,,,,,
,,,,6,,,,,,,,,,,9,BuffSpell,,,,,7,PRIEST,,3,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,,,7,FRIENDLY_MINIONS,
,,,,5,,,,,,,,,,,40,DrawCardAndDoSomethingSpell,,,,,3,DRUID,,,,,,,,,0,3,EPIC,,2,1.0,1,,,,,,,,,,,,,,,,,,,,0,NONE,2
,,,,5,,,,,,,,,,,21,ConditionalSpell,,,,,3,DRUID,,,,,,,,,1,3,EPIC,,1,1.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,5,,,,,,,,,,,11,CardCostModifierSpell,,,,,3,DRUID,,,,,,,,,2,3,EPIC,,0,0.0,3,,,,,,,,,,,,,,,,,,,,,,
,,,,5,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,4,LEGENDARY,,,,,1,1.0,1,4,7,0,false,0,false,,0,false,0,false,,0,false,,,,,
,,,,5,,,,,,,,,,,21,ConditionalSpell,,,,,0,ANY,,,,,,,,,1,4,LEGENDARY,,2,1.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,5,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,2,4,LEGENDARY,,1,1.0,3,,,,,,,,,,,,,,,,,,,,,,
,,,,10,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,3,4,LEGENDARY,,,,,0,0.0,4,11,11,,,,,,,,,,[],,,,,,,
,,,,4,,,,,,,,,,,113,SummonSpell,,,,,11,WARRIOR,,,,,,,,,0,2,RARE,,,,,1,1.0,1,2,5,0,false,0,false,MECH,0,false,0,false,,0,false,,,,,
,2,,,4,,,,,,,,,,,9,BuffSpell,,,,,11,WARRIOR,,2,,,,,,,1,2,RARE,,0,0.0,2,,,,,,,,,,,,,,,,,,,,7,FRIENDLY_MINIONS,
,,,,3,,,,,,,,,,,59,MetaSpell,,,,,5,MAGE,,,,,,,,,0,3,EPIC,,2,1.0,1,,,,,,,,,,,,,,,,,,,,,,
,,,,3,,,,,,,,,,,65,ModifyDamageSpell,,,,,5,MAGE,,,,,4,SET,,,1,3,EPIC,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,0
,,33,IMMUNE,3,,,,,,,,,,,0,AddAttributeSpell,,,,,5,MAGE,,,,,,,,,1,3,EPIC,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,2,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,2,RARE,,,,,1,1.0,1,1,3,,,,,,,,,,,,,,,,,
,,,,2,,,,,,,,,,,119,TemporaryAttackSpell,,,,,0,ANY,,,,,,,,,1,2,RARE,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,2
,,,,1,,,,,,,,,,,38,DiscoverRandomCardSpell,,,,,8,ROGUE,,,,,,,,,0,1,COMMON,,1,1.0,1,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,1,,,,,,,,,,,83,ReceiveCardSpell,,,,,8,ROGUE,,,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,0,SELF,,,
,,,,5,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,4,LEGENDARY,,,,,1,1.0,1,7,4,0,false,0,false,,0,false,0,false,,0,false,,,,,
,,,,5,,,,,,,,,,,21,ConditionalSpell,,,,,0,ANY,,,,,,,,,1,4,LEGENDARY,,2,1.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,5,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,2,4,LEGENDARY,,1,1.0,3,,,,,,,,,,,,,,,,,,,,,,
,,,,10,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,3,4,LEGENDARY,,,,,0,0.0,4,11,11,,,,,,,,,,[],,,,,,,
,,,,2,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,1,1.0,1,2,1,0,false,0,false,MURLOC,0,false,0,false,,0,false,,,,,
,,,,2,,,,,,,,,,,27,DamageSpell,,,,,0,ANY,,,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,,,2,ANY,1
,,,,1,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,0,FREE,,,,,0,0.0,1,1,1,,,,,MURLOC,,,,,[],,,,,,,
,,,,2,,,,,,,,,,,59,MetaSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,2,1.0,1,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,2,,,,,,,,,,,33,DiscardSpell,,,,,0,ANY,,,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,1
,,,,2,,,,,,,,,,,41,DrawCardSpell,,,,,0,ANY,,,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,2
,,,,3,,,,,,,,,,,113,SummonSpell,,,,,10,WARLOCK,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,3,3,,,,,,,,,,[],,,,,,,
,,,,2,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,1,1.0,1,2,1,0,false,0,false,MURLOC,0,false,0,false,,0,false,,,,,
,,,,2,2,RIGHT,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,1,1,COMMON,,1,1.0,2,,,,,,,,,,,,,,,,,,0,SELF,0,NONE,
,,,,1,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,2,1,COMMON,,,,,0,0.0,3,1,1,0,false,0,false,,0,false,1,true,[],0,false,,,,,
,,,,3,,,,,,,,,,,113,SummonSpell,,,,,4,HUNTER,,,,,,,,,0,1,COMMON,,,,,1,1.0,1,3,3,0,false,0,false,,0,false,0,false,,0,false,,,,,
,2,,,3,,,,,,,,,,,9,BuffSpell,,,,,4,HUNTER,,2,,,,,1,true,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,10,,,,,,,,,,,28,DestroyAllExceptOneMCSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,0,0.0,1,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,0,,,,,,,,,,,27,DamageSpell,,,,,8,ROGUE,,,,,,,,,0,0,FREE,,0,0.0,1,,,,,,,,,,,,,,,,,,,,3,MINIONS,2
,,,,0,,,,,,,,,,,51,GainManaSpell,,,,,8,ROGUE,,,,,,,,,0,2,RARE,,0,0.0,1,,,,,,,,,,,,,,,,,,,,0,NONE,1
